DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2018-0299-CAN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,CAN,Canada,Northern America,Americas,Colombie-Britannique,,Pollution,No,No,Yes,,,Km2,,,,2018,7,,2018,8,,,,3000,,3000,,,,,,,77.99726519,"[{""adm1_code"":826,""adm1_name"":""British Columbia / Colombie-Britannique""}]","[{""gid_1"":""CAN.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""British Columbia""}]",2018-08-16,2025-12-20
2018-0224-SWE,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,SWE,Sweden,Northern Europe,Europe,"Gävleborg, Jämtland, Dalarna regions",,Heat wave,No,No,No,,,Km2,,,,2018,7,8,2018,7,25,,,,,,,,,,102000,130774,77.99726519,"[{""adm1_code"":2787,""adm1_name"":""Dalarnas Laen""},{""adm1_code"":2788,""adm1_name"":""Gaevleborgs Laen""},{""adm1_code"":2791,""adm1_name"":""Jaemtlands Laen""}]","[{""gid_1"":""SWE.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Dalarna""},{""gid_1"":""SWE.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gävleborg""},{""gid_1"":""SWE.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jämtland""}]",2018-07-24,2025-12-20
2018-0224-LVA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,LVA,Latvia,Northern Europe,Europe,Kurzeme,,Heat wave,No,No,No,,,Km2,,,,2018,7,18,2018,7,22,,,,,,,,,,,,77.99726519,"[{""adm1_code"":1782,""adm1_name"":""Kuldigas""},{""adm1_code"":1783,""adm1_name"":""Liepajas""},{""adm1_code"":1791,""adm1_name"":""Saldus""},{""adm1_code"":1792,""adm1_name"":""Talsu""},{""adm1_code"":1796,""adm1_name"":""Ventspils""}]","[{""gid_2"":""LVA.1.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kuldiga""},{""gid_2"":""LVA.1.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Liepaja""},{""gid_2"":""LVA.1.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Saldus""},{""gid_2"":""LVA.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Talsi""},{""gid_2"":""LVA.1.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ventspils""}]",2018-07-24,2025-12-20
2018-0119-IND,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,IND,India,Southern Asia,Asia,Tamil nadu,,,No,No,No,,,Km2,,,,2018,3,10,2018,3,10,17,,,,,,,,,,,77.99726519,"[{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]","[{""gid_1"":""IND.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tamil Nadu""}]",2018-04-16,2025-12-20
2021-0832-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Middle Fork and the Marshall wildfires,USA,United States of America,Northern America,Americas,"Louisville, Superior (Boulder county, Colorado)",,,No,No,Yes,,,Km2,,,,2021,12,30,2022,1,1,2,,3273,381,3654,,,,,3300000,3920777,84.16698296,"[{""adm2_code"":154739,""adm2_name"":""Boulder""}]","[{""gid_2"":""USA.6.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Boulder""}]",2022-01-03,2025-12-20
2022-0100-KOR,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,KOR,Republic of Korea,Eastern Asia,Asia,Yeongdeok County (North Gyeongsang Province); Hapcheon County; Goryeong County; Gangwon Provinces; Uljin and Samcheok cities,Strong winds and dry atmospheric conditions,,No,No,No,,,Km2,,,,2022,2,15,2022,3,7,,,7000,1080,8080,,,,,,,90.90269746,"[{""adm1_code"":2437,""adm1_name"":""Kang-won-do""},{""adm1_code"":2440,""adm1_name"":""Kyongsangbuk-do""},{""adm1_code"":2441,""adm1_name"":""Kyongsangnam-do""}]","[{""gid_1"":""KOR.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Gyeongsangnam-do""},{""gid_1"":""KOR.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Ulsan""},{""gid_1"":""KOR.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gangwon-do""},{""gid_2"":""KOR.4.3_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Dalseong""},{""gid_2"":""KOR.9.10_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Gyeongju""},{""gid_2"":""KOR.9.11_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Gyeongsan""},{""gid_2"":""KOR.9.12_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Mungyeong""},{""gid_2"":""KOR.9.13_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Pohang""},{""gid_2"":""KOR.9.14_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Sangju""},{""gid_2"":""KOR.9.15_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Seongju""},{""gid_2"":""KOR.9.16_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Uiseong""},{""gid_2"":""KOR.9.19_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Yecheon""},{""gid_2"":""KOR.9.1_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Andong""},{""gid_2"":""KOR.9.20_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Yeongcheon""},{""gid_2"":""KOR.9.21_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Yeongdeok""},{""gid_2"":""KOR.9.22_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Yeongju""},{""gid_2"":""KOR.9.23_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Yeongyang""},{""gid_2"":""KOR.9.2_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Bonghwa""},{""gid_2"":""KOR.9.3_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Cheongdo""},{""gid_2"":""KOR.9.4_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Cheongsong""},{""gid_2"":""KOR.9.5_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Chilgok""},{""gid_2"":""KOR.9.6_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Gimcheon""},{""gid_2"":""KOR.9.7_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Goryeong""},{""gid_2"":""KOR.9.8_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Gumi""},{""gid_2"":""KOR.9.9_2"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Gunwi""}]",2022-02-18,2025-12-20
2022-0105-ARG,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),GLIDE:WF-2022-000173,,ARG,Argentina,Latin America and the Caribbean,Americas,"Santo Tomé, Ituzaingo, San martin, General Alvear, San Miguel (Corrientes Province)",,,No,No,Yes,,,Km2,,,,2022,1,,2022,3,11,,,124085,,124085,,,,,770000,847060,90.90269746,"[{""adm2_code"":4602,""adm2_name"":""General Alvear""},{""adm2_code"":4605,""adm2_name"":""Ituzaingo""},{""adm2_code"":4614,""adm2_name"":""San Martin""},{""adm2_code"":4615,""adm2_name"":""San Miguel""},{""adm2_code"":4617,""adm2_name"":""Santo Tome""}]","[{""gid_2"":""ARG.7.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ituzaingó""},{""gid_2"":""ARG.7.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Martín""},{""gid_2"":""ARG.7.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Miguel""},{""gid_2"":""ARG.7.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santo Tomé""},{""gid_2"":""ARG.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""General Alvear""}]",2022-02-24,2025-12-20
2017-0417-PRT,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,PRT,Portugal,Southern Europe,Europe,"Coimbra (Penacova, Oliveira do Hospital, Melo, Gouveia), Leiria (Pinhal de Leiria-Marinha Grande), Viseu (Nelas, Tondela, Vouzela), Guarda, Castelo Branco",,,Yes,No,Yes,,2240,Km2,,,,2017,10,15,2017,10,16,45,71,,2700,2771,,,270000,354621,500000,656706,76.13760371,"[{""adm1_code"":2390,""adm1_name"":""Castelo Branco""},{""adm1_code"":2391,""adm1_name"":""Coimbra""},{""adm1_code"":2394,""adm1_name"":""Guarda""},{""adm1_code"":2405,""adm1_name"":""Leiria""},{""adm1_code"":2413,""adm1_name"":""Viseu""}]","[{""gid_1"":""PRT.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Guarda""},{""gid_1"":""PRT.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Leiria""},{""gid_1"":""PRT.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Viseu""},{""gid_1"":""PRT.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Castelo Branco""},{""gid_1"":""PRT.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Coimbra""}]",2017-10-20,2025-12-20
2017-0297-HRV,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,HRV,Croatia,Southern Europe,Europe,"Split, municipalities of Srinjine, Žrnovnica, Podstrana and Strožanac",,,No,No,No,,45,Km2,,,,2017,7,16,2017,7,18,,80,,,80,,,,,,,76.13760371,"[{""adm1_code"":1003,""adm1_name"":""Split-dalmatija""}]","[{""gid_1"":""HRV.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Splitsko-Dalmatinska""}]",2017-07-31,2025-12-20
2017-0292-FRA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,FRA,France,Western Europe,Europe,"Near Bormes-les-Mimosas (Var- cote d'Azur); Haute-Corse, Vaucluse, Var, Alpes-Maritimes","Wind, drought",,No,No,No,,72,Km2,,,,2017,7,24,2017,7,25,,12,12000,,12012,,,,,,,76.13760371,"[{""adm2_code"":16271,""adm2_name"":""Haute-Corse""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""},{""adm2_code"":16325,""adm2_name"":""Vaucluse""}]","[{""gid_2"":""FRA.13.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Alpes-Maritimes""},{""gid_2"":""FRA.13.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Var""},{""gid_2"":""FRA.13.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Vaucluse""},{""gid_2"":""FRA.5.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Haute-Corse""}]",2017-07-31,2025-12-20
2024-0463-CAN,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,CAN,Canada,Northern America,Americas,Quebec province,,,No,No,Yes,,,Km2,,,,2024,6,21,2024,6,25,,,,,,,,,,,,97.43617562,,,2024-07-11,2025-03-18
2017-0271-CAN,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,"Gustafsen, Wildwood, Elephant Hill Fires",CAN,Canada,Northern America,Americas,"Cache Creek , Ashcroft, Boston flats (Thompson Nicola), 100 Mile House , Williams Lake (Cariboo) (British Columbia)",Weather,Heat wave,No,Yes,Yes,,500,Km2,,,,2017,7,7,2017,9,15,,,43441,,43441,78000,102446,,,,,76.13760371,"[{""adm2_code"":12542,""adm2_name"":""Cariboo""},{""adm2_code"":12566,""adm2_name"":""Thompson-Nicola""}]","[{""gid_2"":""CAN.2.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Thompson-Nicola""},{""gid_2"":""CAN.2.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cariboo""}]",2017-07-18,2025-12-20
2022-0520-DZA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:FR-2022-000297,,DZA,Algeria,Northern Africa,Africa,"Bejaia, Jijel, Souk Ahras, El Taref, Setif, Skikda, tipaza, tizi-ouzou, Guelma, Batna, Mila, Annaba, Constantine and Bordj Bou Arreridj",,,No,No,No,,,Km2,,,,2022,8,14,2022,8,21,44,250,6518,,6768,,,,,,,90.90269746,"[{""adm1_code"":345,""adm1_name"":""Annaba""},{""adm1_code"":346,""adm1_name"":""Batna""},{""adm1_code"":347,""adm1_name"":""Bechar""},{""adm1_code"":351,""adm1_name"":""Bordj Bou Arrer""},{""adm1_code"":355,""adm1_name"":""Constantine""},{""adm1_code"":359,""adm1_name"":""El-Tarf""},{""adm1_code"":361,""adm1_name"":""Guelma""},{""adm1_code"":363,""adm1_name"":""Jijel""},{""adm1_code"":368,""adm1_name"":""Mila""},{""adm1_code"":377,""adm1_name"":""Setif""},{""adm1_code"":379,""adm1_name"":""Skikda""},{""adm1_code"":380,""adm1_name"":""Souk-Ahras""},{""adm1_code"":385,""adm1_name"":""Tipaza""},{""adm1_code"":387,""adm1_name"":""Tizi Ouzou""}]","[{""gid_1"":""DZA.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bordj Bou Arréridj""},{""gid_1"":""DZA.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Constantine""},{""gid_1"":""DZA.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""El Tarf""},{""gid_1"":""DZA.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Guelma""},{""gid_1"":""DZA.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jijel""},{""gid_1"":""DZA.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mila""},{""gid_1"":""DZA.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sétif""},{""gid_1"":""DZA.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Skikda""},{""gid_1"":""DZA.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Souk Ahras""},{""gid_1"":""DZA.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tipaza""},{""gid_1"":""DZA.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tizi Ouzou""},{""gid_1"":""DZA.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Annaba""},{""gid_1"":""DZA.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Batna""},{""gid_1"":""DZA.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Béchar""}]",2022-08-18,2025-12-20
2017-0072-AUS,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Sir Ivan fire,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales states (Dunedoo, Uarbry, Pappinbarra, Dondingalong, Kempsey, Boggabri, Narrabri, Mudgee)",,Heat wave,No,No,No,,59000,Km2,,,,2017,2,9,2017,2,13,,2,27,114,143,,,15000,19701,20000,26268,76.13760371,"[{""adm2_code"":5016,""adm2_name"":""Port Macquarie-Hastings (A)""},{""adm2_code"":5028,""adm2_name"":""Kempsey (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":154632,""adm2_name"":""Mid-Western Regional (A)""},{""adm2_code"":154642,""adm2_name"":""Warrumbungle Shire (A)""}]","[{""gid_2"":""AUS.5.109_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Macquarie-Hastings""},{""gid_2"":""AUS.5.141_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Warrumbungle""},{""gid_2"":""AUS.5.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kempsey""},{""gid_2"":""AUS.5.90_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mid-Western Regional""},{""gid_2"":""AUS.5.97_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Narrabri""}]",2017-03-16,2025-12-20
2022-0823-CHL,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,CHL,Chile,Latin America and the Caribbean,Americas,Melipilla commune (Santiago Metropolitan Region),,,No,No,No,,,Km2,,,,2022,12,12,2022,12,12,1,,184,,184,,,,,,,90.90269746,,"[{""gid_2"":""CHL.14.4_1"",""name_2"":""Melipilla""}]",2022-12-22,2026-01-20
2022-0828-CHL,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:FR-2022-000384,,CHL,Chile,Latin America and the Caribbean,Americas,"Viña del Mar (Valparaíso); Araucanía, Biobio",,,No,No,Yes,,,Km2,,,,2022,12,22,2022,12,29,2,312,12555,,12867,,,,,,,90.90269746,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":91501,""adm1_name"":""Los Lagos""},{""adm1_code"":91504,""adm1_name"":""Los Rios""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""},{""adm2_code"":12971,""adm2_name"":""Santiago""}]","[{""gid_1"":""CHL.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Los Ríos""},{""gid_1"":""CHL.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maule""},{""gid_1"":""CHL.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Ñuble""},{""gid_1"":""CHL.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Valparaíso""},{""gid_1"":""CHL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Araucanía""},{""gid_1"":""CHL.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Bío-Bío""},{""gid_1"":""CHL.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Los Lagos""},{""gid_2"":""CHL.14.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santiago""}]",2023-01-02,2025-12-20
2016-0264-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:WF-2016-000073,Sand Fire,USA,United States of America,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,No,No,No,,,Km2,,,,2016,7,24,2016,8,1,2,,420,,420,,,,,50000,67069,74.54960299,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28902,""adm2_name"":""San Francisco""}]","[{""gid_2"":""USA.5.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Los Angeles""},{""gid_2"":""USA.5.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Francisco""}]",2016-08-03,2025-12-20
2016-0206-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,California province,"Combination of heat, extented drought and gusty winds",,No,No,Yes,,,Km2,,,,2016,6,25,2016,6,26,,,36,855,891,,,,,150000,201208,74.54960299,"[{""adm1_code"":3218,""adm1_name"":""California""}]","[{""gid_1"":""USA.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""California""}]",2016-07-06,2025-12-20
